v1,v2,v3,v4,v5,v6,v7
0.585,0.110,0.255,0.205,0.000,0.055
0.905,0.005,0.315,0.080,0.010,0.035
0.270,0.160,0.250,0.900,0.190,0.030,0.025,0.085,0.035
0.700,0.030,0.365,0.045,0.005,0.095
0.745,0.035,0.310,0.075,0.005,0.115
0.780,0.005,0.325,0.135,0.005,0.145
0.655,0.085,0.415,0.395,0.000,0.040
0.655,0.110,0.245,0.425,0.030,0.035
0.705,0.050,0.380,0.050,0.000,0.140
0.620,0.090,0.360,0.265,0.000,0.085
0.695,0.025,0.275,0.100,0.000,0.045
0.660,0.015,0.335,0.120,0.015,0.165
0.845,0.005,0.265,0.025,0.010,0.055
0.835,0.025,0.280,0.080,0.005,0.035
0.695,0.015,0.250,0.075,0.005,0.045
0.730,0.025,0.220,0.070,0.030,0.035
0.290,0.180,0.265,0.910,0.215,0.020,0.035,0.125,0.035
0.570,0.105,0.165,0.400,0.010,0.040
0.585,0.020,0.175,0.120,0.000,0.050
0.675,0.020,0.220,0.100,0.005,0.035
0.695,0.035,0.340,0.050,0.000,0.045
0.735,0.010,0.175,0.115,0.000,0.060
0.710,0.160,0.360,0.300,0.000,0.025
0.795,0.010,0.250,0.045,0.005,0.025
0.650,0.025,0.325,0.040,0.020,0.185
0.695,0.000,0.205,0.040,0.010,0.095
0.795,0.015,0.240,0.070,0.005,0.035
0.655,0.070,0.345,0.270,0.030,0.075
0.715,0.010,0.255,0.115,0.000,0.065
0.735,0.010,0.250,0.100,0.005,0.045
0.680,0.020,0.255,0.095,0.000,0.015
0.670,0.090,0.295,0.315,0.000,0.065
0.710,0.015,0.155,0.055,0.005,0.025
0.765,0.020,0.175,0.120,0.020,0.055
0.630,0.100,0.340,0.385,0.010,0.070
0.670,0.105,0.315,0.375,0.005,0.080
0.265,0.130,0.250,0.805,0.180,0.035,0.020,0.070,0.020
0.605,0.090,0.355,0.270,0.000,0.095
0.695,0.095,0.310,0.360,0.010,0.050
0.645,0.120,0.300,0.390,0.000,0.050
0.670,0.035,0.370,0.095,0.010,0.100
0.765,0.010,0.210,0.050,0.010,0.025
0.880,0.035,0.360,0.045,0.010,0.065
0.690,0.025,0.265,0.060,0.010,0.020
0.745,0.035,0.295,0.045,0.010,0.095
0.665,0.115,0.195,0.405,0.030,0.060
0.655,0.100,0.295,0.455,0.005,0.055
0.705,0.025,0.275,0.095,0.015,0.130
0.775,0.020,0.255,0.100,0.010,0.105
0.765,0.010,0.255,0.030,0.025,0.090
0.810,0.020,0.245,0.100,0.005,0.080
0.840,0.015,0.115,0.045,0.000,0.025
0.790,0.090,0.330,0.315,0.005,0.085
0.825,0.025,0.295,0.075,0.005,0.035
0.325,0.170,0.260,0.920,0.190,0.040,0.025,0.105,0.030
0.350,0.205,0.310,0.945,0.220,0.045,0.025,0.085,0.025
0.810,0.035,0.345,0.050,0.015,0.040
0.280,0.180,0.275,0.940,0.175,0.045,0.030,0.075,0.045
0.570,0.115,0.240,0.435,0.030,0.065
0.665,0.025,0.255,0.050,0.000,0.015
0.720,0.125,0.260,0.360,0.005,0.045
0.690,0.080,0.290,0.365,0.000,0.045
0.660,0.020,0.310,0.065,0.010,0.090
0.695,0.015,0.200,0.070,0.005,0.065
0.745,0.085,0.180,0.290,0.005,0.050
0.705,0.140,0.315,0.330,0.010,0.055
0.745,0.155,0.245,0.250,0.015,0.065
0.670,0.035,0.150,0.075,0.015,0.030
0.755,0.085,0.400,0.145,0.000,0.060
0.770,0.015,0.220,0.035,0.005,0.045
0.595,0.015,0.235,0.055,0.005,0.040
0.265,0.180,0.245,0.815,0.260,0.030,0.025,0.060,0.015
0.635,0.045,0.345,0.115,0.025,0.080
0.620,0.120,0.265,0.330,0.000,0.050
0.690,0.155,0.200,0.375,0.005,0.015
0.605,0.090,0.270,0.255,0.010,0.050
0.635,0.130,0.265,0.375,0.005,0.030
0.710,0.015,0.335,0.080,0.000,0.155
0.570,0.115,0.235,0.320,0.005,0.015
0.755,0.020,0.240,0.105,0.000,0.020
0.625,0.110,0.235,0.410,0.025,0.035
0.735,0.005,0.245,0.240,0.005,0.010
0.835,0.010,0.255,0.110,0.005,0.030
0.690,0.115,0.255,0.345,0.005,0.045
0.685,0.130,0.230,0.355,0.010,0.045
0.675,0.075,0.240,0.335,0.000,0.055
0.720,0.015,0.310,0.030,0.010,0.115
0.850,0.030,0.290,0.020,0.015,0.065
0.815,0.000,0.260,0.070,0.015,0.065
0.335,0.180,0.250,0.935,0.235,0.010,0.020,0.055,0.025
0.715,0.020,0.380,0.060,0.020,0.120
0.755,0.010,0.235,0.060,0.000,0.035
0.760,0.020,0.225,0.085,0.000,0.040
0.725,0.020,0.210,0.035,0.020,0.065
0.675,0.010,0.345,0.120,0.000,0.075
0.595,0.150,0.355,0.365,0.015,0.090
0.695,0.090,0.250,0.395,0.000,0.035
0.710,0.125,0.260,0.355,0.005,0.045
0.690,0.075,0.285,0.340,0.000,0.040
0.730,0.030,0.225,0.045,0.020,0.080
0.685,0.080,0.310,0.365,0.005,0.055
0.695,0.000,0.205,0.040,0.010,0.095
0.755,0.010,0.180,0.050,0.005,0.045
0.745,0.005,0.275,0.095,0.000,0.040
0.680,0.015,0.305,0.125,0.000,0.070
0.815,0.010,0.245,0.090,0.005,0.105
0.590,0.040,0.340,0.180,0.000,0.115
0.800,0.015,0.265,0.095,0.005,0.060
0.630,0.085,0.230,0.280,0.015,0.070
0.740,0.010,0.225,0.060,0.010,0.075
0.600,0.130,0.310,0.380,0.020,0.120
0.705,0.005,0.285,0.120,0.005,0.065
0.675,0.085,0.220,0.305,0.000,0.010
0.640,0.095,0.260,0.445,0.000,0.045
0.825,0.010,0.395,0.035,0.005,0.140
0.875,0.005,0.200,0.085,0.010,0.035
0.590,0.090,0.310,0.325,0.010,0.065
0.620,0.060,0.370,0.395,0.000,0.110
0.565,0.100,0.245,0.340,0.010,0.085
0.655,0.015,0.330,0.085,0.005,0.090
0.745,0.170,0.360,0.280,0.000,0.090
0.665,0.085,0.385,0.370,0.020,0.125
0.715,0.010,0.355,0.120,0.000,0.100
0.710,0.020,0.185,0.065,0.000,0.035
0.800,0.010,0.355,0.065,0.000,0.120
0.650,0.060,0.300,0.250,0.005,0.080
0.815,0.015,0.270,0.050,0.010,0.085
0.710,0.105,0.330,0.365,0.005,0.075
0.655,0.015,0.280,0.100,0.015,0.030
0.565,0.100,0.230,0.405,0.025,0.080
0.685,0.030,0.230,0.110,0.025,0.195
0.575,0.020,0.165,0.130,0.005,0.035
0.735,0.025,0.235,0.055,0.005,0.045
0.755,0.120,0.270,0.385,0.005,0.030
0.780,0.015,0.165,0.030,0.005,0.035
0.270,0.155,0.285,0.885,0.190,0.030,0.030,0.105,0.035
0.645,0.080,0.340,0.430,0.010,0.070
0.570,0.130,0.380,0.340,0.010,0.080
0.585,0.115,0.240,0.320,0.020,0.095
0.795,0.010,0.180,0.040,0.005,0.040
0.675,0.035,0.210,0.070,0.045,0.085
0.805,0.010,0.235,0.105,0.010,0.030
0.765,0.045,0.400,0.125,0.005,0.095
0.690,0.015,0.315,0.085,0.000,0.110
0.755,0.015,0.220,0.115,0.000,0.030
0.735,0.005,0.280,0.040,0.000,0.110
0.660,0.120,0.255,0.380,0.005,0.030
0.810,0.020,0.320,0.050,0.010,0.175
0.625,0.140,0.240,0.350,0.005,0.090
0.725,0.020,0.355,0.060,0.010,0.070
0.745,0.015,0.225,0.110,0.010,0.075
0.730,0.030,0.270,0.090,0.010,0.060
0.670,0.095,0.340,0.345,0.025,0.030
0.830,0.020,0.240,0.055,0.010,0.125
0.630,0.085,0.310,0.385,0.020,0.050
0.860,0.000,0.275,0.080,0.000,0.060
0.715,0.105,0.215,0.355,0.010,0.045
0.675,0.095,0.360,0.380,0.000,0.060
0.890,0.020,0.200,0.110,0.000,0.025
0.670,0.125,0.410,0.270,0.005,0.075
0.685,0.080,0.340,0.240,0.010,0.120
0.730,0.065,0.265,0.345,0.010,0.030
0.840,0.025,0.310,0.035,0.000,0.065
0.785,0.010,0.160,0.010,0.000,0.075
0.620,0.090,0.220,0.290,0.015,0.065
0.800,0.015,0.145,0.085,0.005,0.050
0.285,0.185,0.305,0.890,0.235,0.045,0.040,0.115,0.015
0.725,0.100,0.235,0.395,0.005,0.045
0.790,0.020,0.360,0.065,0.025,0.170
0.630,0.025,0.225,0.035,0.020,0.070
0.735,0.080,0.240,0.310,0.015,0.060
0.795,0.005,0.190,0.035,0.005,0.040
0.730,0.020,0.245,0.065,0.000,0.020
0.695,0.075,0.285,0.345,0.000,0.040
0.695,0.010,0.345,0.045,0.005,0.105
0.825,0.015,0.360,0.085,0.010,0.160
0.705,0.115,0.235,0.335,0.005,0.030
0.770,0.015,0.340,0.100,0.010,0.095
0.265,0.175,0.270,0.935,0.215,0.075,0.045,0.130,0.030
0.660,0.015,0.340,0.080,0.010,0.100
0.775,0.015,0.300,0.030,0.000,0.040
0.265,0.175,0.295,0.870,0.160,0.040,0.035,0.070,0.010
0.280,0.185,0.305,0.920,0.240,0.080,0.055,0.135,0.030
0.160,0.150,0.065,0.270,0.545,0.085,0.055,0.060,0.020
0.675,0.020,0.235,0.040,0.005,0.055
0.745,0.085,0.180,0.290,0.005,0.050
0.645,0.135,0.275,0.275,0.020,0.050
0.855,0.010,0.120,0.040,0.000,0.025
0.730,0.115,0.170,0.330,0.000,0.045
0.645,0.135,0.340,0.450,0.005,0.045
0.315,0.195,0.280,0.820,0.245,0.045,0.035,0.070,0.015
0.495,0.100,0.275,0.425,0.010,0.045
0.705,0.065,0.270,0.305,0.000,0.030
0.565,0.110,0.235,0.405,0.030,0.070
0.850,0.010,0.125,0.040,0.000,0.025
0.670,0.035,0.340,0.115,0.015,0.090
0.790,0.005,0.280,0.070,0.005,0.065
0.845,0.020,0.295,0.120,0.005,0.070
0.725,0.030,0.405,0.045,0.005,0.190
0.685,0.020,0.305,0.095,0.045,0.035
0.705,0.080,0.290,0.355,0.000,0.045
0.755,0.015,0.230,0.105,0.000,0.030
0.590,0.020,0.225,0.075,0.020,0.070
0.300,0.250,0.295,0.930,0.180,0.060,0.035,0.110,0.020
0.805,0.030,0.245,0.035,0.010,0.070
0.630,0.080,0.240,0.355,0.015,0.045
0.720,0.005,0.170,0.065,0.000,0.035
0.715,0.020,0.355,0.080,0.030,0.090
0.735,0.035,0.420,0.065,0.005,0.075
0.580,0.090,0.360,0.260,0.000,0.095
0.800,0.010,0.245,0.045,0.005,0.020
0.680,0.020,0.255,0.100,0.000,0.015
0.720,0.100,0.180,0.260,0.020,0.060
0.770,0.065,0.225,0.295,0.000,0.040
0.810,0.025,0.250,0.120,0.005,0.060
0.335,0.250,0.345,0.905,0.350,0.040,0.070,0.075,0.030
0.695,0.025,0.305,0.085,0.005,0.015
0.700,0.080,0.300,0.415,0.010,0.040
0.680,0.015,0.370,0.075,0.010,0.095
0.710,0.125,0.160,0.305,0.015,0.085
0.730,0.025,0.355,0.030,0.005,0.110
0.720,0.015,0.425,0.150,0.005,0.065
0.565,0.110,0.235,0.405,0.030,0.070
0.690,0.155,0.410,0.280,0.000,0.060
0.680,0.015,0.330,0.115,0.005,0.205
0.800,0.010,0.220,0.075,0.010,0.100
0.680,0.025,0.260,0.065,0.005,0.075
0.640,0.115,0.180,0.380,0.005,0.065
0.700,0.055,0.335,0.310,0.000,0.030
0.665,0.100,0.235,0.335,0.000,0.025
0.735,0.000,0.050,0.040,0.000,0.015
0.565,0.015,0.320,0.060,0.020,0.085
0.600,0.095,0.205,0.275,0.015,0.060
0.580,0.110,0.230,0.405,0.035,0.070
0.735,0.020,0.250,0.090,0.000,0.030
0.640,0.090,0.310,0.385,0.020,0.050
0.645,0.105,0.385,0.360,0.010,0.055
0.665,0.030,0.345,0.075,0.040,0.085
0.710,0.010,0.050,0.030,0.000,0.005
0.675,0.030,0.415,0.050,0.015,0.055
0.635,0.120,0.260,0.415,0.030,0.035
0.690,0.005,0.095,0.040,0.015,0.040
0.675,0.055,0.305,0.330,0.015,0.050
0.695,0.060,0.190,0.290,0.015,0.065
0.685,0.160,0.275,0.330,0.000,0.090
0.615,0.120,0.255,0.385,0.005,0.030
0.245,0.185,0.090,0.355,0.590,0.160,0.075,0.075,0.070
0.745,0.100,0.285,0.410,0.005,0.040
0.640,0.010,0.390,0.060,0.000,0.070
0.820,0.015,0.220,0.040,0.005,0.015
0.710,0.015,0.310,0.030,0.010,0.060
0.605,0.065,0.245,0.055,0.000,0.035
0.700,0.035,0.260,0.135,0.015,0.100
0.675,0.080,0.275,0.340,0.005,0.050
0.290,0.220,0.285,0.910,0.225,0.040,0.025,0.100,0.045
0.815,0.015,0.270,0.050,0.010,0.085
0.565,0.110,0.235,0.405,0.030,0.070
0.635,0.100,0.275,0.385,0.005,0.055
0.305,0.200,0.295,0.940,0.205,0.045,0.035,0.080,0.020
0.640,0.020,0.225,0.055,0.005,0.015
0.765,0.075,0.340,0.380,0.000,0.035
0.745,0.035,0.350,0.095,0.010,0.160
0.330,0.215,0.345,0.930,0.160,0.050,0.050,0.115,0.040
0.740,0.100,0.345,0.330,0.000,0.085
0.785,0.030,0.285,0.035,0.015,0.080
0.300,0.220,0.260,0.945,0.195,0.045,0.035,0.105,0.030
0.690,0.090,0.315,0.340,0.000,0.035
0.650,0.085,0.280,0.390,0.000,0.025
0.750,0.010,0.300,0.075,0.000,0.035
0.780,0.085,0.370,0.320,0.005,0.095
0.815,0.010,0.235,0.010,0.010,0.080
0.305,0.180,0.255,0.930,0.195,0.035,0.040,0.120,0.030
0.765,0.075,0.340,0.380,0.000,0.035
0.715,0.020,0.205,0.065,0.015,0.045
0.690,0.075,0.300,0.330,0.000,0.035
0.720,0.125,0.260,0.360,0.005,0.045
0.785,0.025,0.315,0.025,0.010,0.060
0.720,0.100,0.305,0.360,0.005,0.055
0.745,0.040,0.290,0.110,0.005,0.165
0.700,0.030,0.355,0.045,0.005,0.120
0.625,0.120,0.240,0.385,0.005,0.030
0.680,0.105,0.305,0.320,0.000,0.045
0.735,0.015,0.240,0.110,0.000,0.105
0.565,0.040,0.180,0.090,0.015,0.030
0.845,0.015,0.275,0.010,0.005,0.155
0.780,0.010,0.210,0.050,0.000,0.045
0.685,0.090,0.295,0.350,0.010,0.050
0.590,0.135,0.280,0.370,0.030,0.080
0.650,0.110,0.345,0.375,0.000,0.065
0.620,0.120,0.260,0.380,0.005,0.030
0.795,0.020,0.235,0.035,0.015,0.065
0.720,0.120,0.265,0.210,0.020,0.100
0.780,0.025,0.255,0.205,0.000,0.095
0.800,0.010,0.280,0.105,0.010,0.065
0.685,0.105,0.315,0.375,0.005,0.080
0.690,0.060,0.335,0.110,0.005,0.110
0.580,0.120,0.275,0.400,0.030,0.070
0.655,0.045,0.380,0.050,0.000,0.125
0.615,0.120,0.255,0.385,0.005,0.030
0.805,0.100,0.360,0.260,0.035,0.165
0.795,0.030,0.220,0.045,0.005,0.080
0.740,0.020,0.225,0.115,0.005,0.035
0.685,0.045,0.350,0.120,0.010,0.190
0.640,0.160,0.260,0.365,0.005,0.065
0.770,0.010,0.200,0.110,0.000,0.040
0.825,0.025,0.240,0.070,0.005,0.035
0.620,0.025,0.395,0.065,0.000,0.100
0.835,0.005,0.170,0.065,0.000,0.055
0.835,0.035,0.305,0.085,0.000,0.125
0.725,0.010,0.310,0.060,0.020,0.120
0.875,0.045,0.330,0.040,0.020,0.050
0.840,0.010,0.115,0.040,0.000,0.025
0.630,0.070,0.325,0.345,0.005,0.115
0.730,0.070,0.315,0.175,0.000,0.040
0.695,0.095,0.310,0.355,0.010,0.050
0.615,0.035,0.275,0.130,0.000,0.040
0.555,0.115,0.230,0.405,0.035,0.070
0.755,0.015,0.220,0.115,0.000,0.030
0.685,0.010,0.290,0.125,0.005,0.040
0.610,0.085,0.240,0.280,0.015,0.060
0.630,0.090,0.205,0.385,0.010,0.050
0.565,0.020,0.270,0.080,0.025,0.060
0.765,0.080,0.290,0.430,0.005,0.055
0.660,0.020,0.275,0.055,0.025,0.170
0.760,0.075,0.170,0.315,0.000,0.030
0.710,0.125,0.415,0.295,0.020,0.095
0.810,0.045,0.295,0.055,0.005,0.075
0.685,0.105,0.280,0.340,0.005,0.045
0.750,0.010,0.305,0.075,0.000,0.030
0.685,0.105,0.340,0.345,0.000,0.065
0.775,0.020,0.245,0.055,0.005,0.045
0.675,0.065,0.310,0.185,0.000,0.040
0.645,0.135,0.310,0.355,0.005,0.085
0.630,0.020,0.375,0.025,0.010,0.085
0.685,0.105,0.360,0.370,0.000,0.060
0.565,0.110,0.235,0.405,0.030,0.070
0.740,0.015,0.180,0.055,0.005,0.045
0.715,0.095,0.405,0.195,0.005,0.095
0.785,0.005,0.390,0.100,0.010,0.065
0.720,0.015,0.210,0.070,0.010,0.120
0.645,0.005,0.245,0.025,0.005,0.070
0.790,0.020,0.300,0.065,0.005,0.100
0.580,0.015,0.165,0.130,0.005,0.035
0.790,0.010,0.200,0.040,0.005,0.035
0.325,0.230,0.290,0.925,0.185,0.065,0.035,0.060,0.015
0.755,0.020,0.360,0.060,0.000,0.065
0.715,0.080,0.285,0.310,0.005,0.040
0.875,0.010,0.165,0.085,0.005,0.015
0.765,0.025,0.235,0.055,0.000,0.050
0.660,0.030,0.395,0.110,0.025,0.080
0.755,0.120,0.365,0.305,0.000,0.070
0.845,0.010,0.310,0.065,0.000,0.135
0.155,0.140,0.075,0.255,0.600,0.075,0.060,0.065,0.010
0.790,0.005,0.215,0.065,0.000,0.050
0.685,0.105,0.365,0.410,0.000,0.060
0.720,0.045,0.205,0.055,0.015,0.065
0.760,0.010,0.175,0.050,0.005,0.045
0.865,0.020,0.200,0.045,0.030,0.080
0.820,0.025,0.220,0.080,0.015,0.095
0.665,0.005,0.305,0.085,0.000,0.070
0.150,0.185,0.080,0.275,0.660,0.140,0.045,0.080,0.015
0.590,0.110,0.270,0.320,0.000,0.110
0.735,0.020,0.335,0.050,0.010,0.135
0.700,0.005,0.235,0.080,0.005,0.025
0.665,0.045,0.230,0.175,0.000,0.045
0.745,0.025,0.325,0.125,0.010,0.080
0.720,0.020,0.210,0.080,0.010,0.075
0.735,0.155,0.195,0.390,0.010,0.045
0.720,0.005,0.240,0.075,0.005,0.025
0.725,0.005,0.200,0.030,0.000,0.110
0.620,0.130,0.240,0.445,0.005,0.080
0.685,0.015,0.190,0.060,0.000,0.055
0.685,0.080,0.275,0.350,0.005,0.050
0.715,0.105,0.415,0.295,0.000,0.050
0.720,0.005,0.315,0.100,0.000,0.065
0.615,0.015,0.265,0.070,0.010,0.155
0.735,0.090,0.175,0.290,0.005,0.050
0.700,0.010,0.170,0.065,0.000,0.040
0.635,0.030,0.300,0.135,0.000,0.030
0.885,0.010,0.165,0.085,0.005,0.015
0.720,0.020,0.215,0.065,0.020,0.065
0.870,0.025,0.330,0.115,0.000,0.105
0.750,0.015,0.325,0.150,0.015,0.060
0.710,0.100,0.295,0.425,0.005,0.045
0.655,0.005,0.265,0.110,0.020,0.035
0.690,0.105,0.315,0.375,0.005,0.080
0.650,0.090,0.315,0.390,0.020,0.050
0.775,0.010,0.190,0.110,0.000,0.040
0.195,0.175,0.290,0.865,0.270,0.040,0.035,0.040,0.070
0.775,0.025,0.400,0.020,0.015,0.070
0.790,0.055,0.370,0.260,0.010,0.060
0.680,0.030,0.415,0.050,0.020,0.060
0.590,0.100,0.350,0.385,0.005,0.070
0.300,0.210,0.275,0.905,0.240,0.035,0.070,0.085,0.030
0.725,0.020,0.260,0.095,0.000,0.015
0.665,0.005,0.190,0.140,0.000,0.055
0.830,0.015,0.240,0.050,0.000,0.145
0.740,0.015,0.180,0.065,0.005,0.040
0.645,0.155,0.245,0.300,0.010,0.035
0.615,0.120,0.240,0.375,0.025,0.035
0.690,0.105,0.355,0.365,0.000,0.060
0.735,0.025,0.160,0.060,0.005,0.050
0.760,0.015,0.220,0.120,0.000,0.030
0.790,0.005,0.280,0.070,0.005,0.065
0.785,0.020,0.255,0.040,0.010,0.090
0.530,0.080,0.350,0.400,0.010,0.075
0.645,0.100,0.260,0.405,0.005,0.045
0.760,0.005,0.225,0.040,0.010,0.085
0.675,0.140,0.290,0.150,0.010,0.045
0.660,0.115,0.360,0.380,0.000,0.065
0.685,0.160,0.375,0.230,0.005,0.060
0.565,0.130,0.285,0.080,0.010,0.065
0.785,0.085,0.190,0.230,0.005,0.025
0.695,0.015,0.355,0.030,0.010,0.105
0.590,0.105,0.280,0.425,0.010,0.080
0.585,0.020,0.195,0.055,0.015,0.035
0.510,0.045,0.350,0.100,0.005,0.100
0.575,0.025,0.205,0.090,0.005,0.030
0.715,0.010,0.220,0.040,0.005,0.045
0.875,0.010,0.265,0.025,0.015,0.120
0.795,0.095,0.270,0.325,0.000,0.065
0.570,0.075,0.270,0.400,0.000,0.050
0.760,0.035,0.295,0.070,0.005,0.035
0.595,0.025,0.265,0.045,0.005,0.025
0.785,0.020,0.250,0.075,0.015,0.095
0.570,0.000,0.165,0.035,0.005,0.030
0.675,0.105,0.215,0.390,0.000,0.060
0.680,0.025,0.395,0.040,0.015,0.055
0.720,0.020,0.305,0.105,0.005,0.060
0.805,0.005,0.155,0.085,0.005,0.020
0.765,0.010,0.235,0.070,0.000,0.190
0.705,0.105,0.310,0.355,0.010,0.050
0.680,0.015,0.320,0.090,0.000,0.025
0.745,0.030,0.260,0.055,0.005,0.060
0.715,0.015,0.225,0.105,0.005,0.090
0.890,0.000,0.190,0.085,0.000,0.025
0.730,0.105,0.215,0.340,0.005,0.045
0.675,0.020,0.270,0.100,0.015,0.145
0.640,0.010,0.135,0.100,0.005,0.025
0.555,0.100,0.225,0.400,0.035,0.075
0.605,0.090,0.355,0.275,0.000,0.095
0.725,0.015,0.210,0.085,0.025,0.050
0.780,0.070,0.340,0.375,0.000,0.035
0.765,0.010,0.245,0.080,0.000,0.025
0.585,0.065,0.405,0.295,0.000,0.105
0.315,0.210,0.295,0.930,0.240,0.045,0.060,0.095,0.030
0.845,0.015,0.290,0.055,0.005,0.255
0.260,0.210,0.250,0.870,0.225,0.030,0.035,0.085,0.040
0.720,0.110,0.335,0.370,0.000,0.070
